return-average,return-min,return-max,return-std,episode-length-avg,episode-length-min,episode-length-max,episode-length-std,AverageForwardProgress,MaxForwardProgress,MinForwardProgress,StdForwardProgress,qf-avg,qf-std,mean-sq-bellman-error,time-train,time-eval,time-sample,time-total,epoch,max-path-return,last-path-return,pool-size,episodes,total-samples
5.98844690355183,5.98844690355183,5.98844690355183,0.0,1000.0,1000,1000,0.0,0.39512888308808963,0.39512888308808963,0.39512888308808963,0.0,25.874052,17.236324,1.0981908,22.628876452003624,1.5289506420001544,1.249755906002747,340.24987018798925,13,17.492225218051047,2.4952663898309773,14000,14,14000
5.868116204964445,5.868116204964445,5.868116204964445,0.0,1000.0,1000,1000,0.0,0.38698571169172635,0.38698571169172635,0.38698571169172635,0.0,27.271137,20.68127,1.1259573,22.627361486993777,1.5602913669999907,1.2460520640049708,365.69360322498756,14,17.492225218051047,7.374428689082224,15000,15,15000
5.585385731583139,5.585385731583139,5.585385731583139,0.0,1000.0,1000,1000,0.0,0.3688527622925169,0.3688527622925169,0.3688527622925169,0.0,26.318598,16.25653,1.1337858,23.370929304002857,0.9380710129998988,1.2833740940041025,391.2957081439945,15,17.492225218051047,6.729820671382488,16000,16,16000
2.6616206817654713,2.6616206817654713,2.6616206817654713,0.0,1000.0,1000,1000,0.0,0.2201640525870696,0.2201640525870696,0.2201640525870696,0.0,33.214615,21.470274,2.4381623,22.86056251399964,1.0556372220000867,1.2567939129967272,416.47835912499136,16,17.492225218051047,7.761863825610794,17000,17,17000
3.6807108860629203,3.6807108860629203,3.6807108860629203,0.0,1000.0,1000,1000,0.0,0.2758643807535473,0.2758643807535473,0.2758643807535473,0.0,38.76612,26.28527,1.6444488,22.88343907999706,1.2869833940001172,1.2574250649972782,441.91776074398626,17,17.492225218051047,5.699578004396484,18000,18,18000
-8.246205816423902,-8.246205816423902,-8.246205816423902,0.0,1000.0,1000,1000,0.0,-0.21242173916122808,-0.21242173916122808,-0.21242173916122808,0.0,33.882935,27.733528,2.5158672,23.17406365700299,1.479792130000078,1.2818336489954163,467.86777302898463,18,17.492225218051047,-8.055276550624857,19000,19,19000
0.41029734579135546,0.41029734579135546,0.41029734579135546,0.0,1000.0,1000,1000,0.0,0.11222237252790074,0.11222237252790074,0.11222237252790074,0.0,35.91008,27.944468,2.350139,22.877827311002648,1.2076938749999044,1.2567074789999424,493.224732830987,19,17.492225218051047,8.771726745807477,20000,20,20000
6.271610390474314,6.271610390474314,6.271610390474314,0.0,1000.0,1000,1000,0.0,0.4197196237111504,0.4197196237111504,0.4197196237111504,0.0,38.20226,25.354717,1.7616311,23.64796383199996,1.0732639220000237,1.3020358480005143,519.2601190669873,20,17.492225218051047,-4.247364425678552,21000,21,21000
10.542499484539894,10.542499484539894,10.542499484539894,0.0,1000.0,1000,1000,0.0,0.640031547008928,0.640031547008928,0.640031547008928,0.0,42.364937,28.2603,2.4214654,22.86853585499739,1.3496974639999735,1.2590541119991485,544.7481471009839,21,17.492225218051047,8.461279418328292,22000,22,22000
9.17553905526218,9.17553905526218,9.17553905526218,0.0,1000.0,1000,1000,0.0,0.5714101065395887,0.5714101065395887,0.5714101065395887,0.0,49.067093,39.98704,2.3604321,23.074797420995537,1.0758913729998767,1.2792612770001597,570.1877756599795,22,17.492225218051047,11.870740475249013,23000,23,23000
7.537513301537018,7.537513301537018,7.537513301537018,0.0,1000.0,1000,1000,0.0,0.503026632274769,0.503026632274769,0.503026632274769,0.0,45.61976,35.592102,1.2991011,22.74325705300248,1.3588764189998983,1.250131399994416,595.5536594489761,23,17.492225218051047,7.941116691677204,24000,24,24000
